seqname	source	feature	start_1based	end_1based	score	strand	Parent_Node	Child_Node	neg_log_likelihood	snp_count	taxa_List	start_0based	CenterOfRegion	Lineage	Overlap_Genes	Overlap_Gene_RvIDs	Contains_Esx	Contains_PEPPE	Contains_REP13E12	NoOverlap_Wi_PEPPE_Esx_13E12_Genes	EventID	EventLen	HmAln_Count	HmAln_Ovrlap	HHR_Count	HHR_Ovrlap
NC_000962.3	GUBBINS	CDS	3750177	3750421	0.000	.	Node_133	Node_65	958.952188	12	['mada_2-31', 'mada_1-41', 'MT_0080', 'mada_102', 'TB3334', 'mada_105', 'TB3169', 'M0014888_3', 'mada_151', 'mada_129', 'QC-4', 'QC-8', 'QC-10', '02_R1708', '02_R0894', 'mada_139', 'M0017522_5', 'S0106-01', 'R21770', 'R21839', 'R21363', 'mada_1-32', 'R30396', 'R20896', 'TB3251', 'M0016395_7', 'R15311', '02_R1179', 'TB3162', 'TB2661', 'TB3386', 'M0010874_7', 'QC-7', 'QC-6', 'QC-1', '01_R1430', 'M0011368_9', 'mada_103', 'mada_112', 'mada_124', 'S0123-01', 'S0262-02', '02_R1896', 'mada_2-25', 'TB3237', 'TB4620', 'M0016737_0', 'TB3054', 'mada_126', 'mada_120', '01_R1134', 'mada_1-38', 'TB2968', 'mada_123', 'R23571', 'mada_2-1', 'mada_1-50', 'mada_1-53', 'mada_2-53', 'mada_1-12', 'mada_128', 'mada_1-15']	3750176	3750298.5	lineage4	PPE55	Rv3347c	False	True	False	False	Event_256	245	4	1	1	1
NC_000962.3	GUBBINS	CDS	3750560	3750701	0.000	.	Node_29	TB3386	121.083243	16	['TB3386']	3750559	3750630.0	lineage4	PPE55	Rv3347c	False	True	False	False	Event_257	142	4	1	1	1
NC_000962.3	GUBBINS	CDS	3750805	3750860	0.000	.	Node_134	R27252	2025.649128	4	['R27252']	3750804	3750832.0	lineage1	PPE55	Rv3347c	False	True	False	False	Event_258	56	4	1	1	1
NC_000962.3	GUBBINS	CDS	3750805	3750860	0.000	.	Node_145	N0072	1353.330047	4	['N0072']	3750804	3750832.0	lineage1	PPE55	Rv3347c	False	True	False	False	Event_259	56	4	1	1	1
NC_000962.3	GUBBINS	CDS	3752003	3752012	0.000	.	Node_132	Node_71	1515.849289	5	['N1274', 'N0054', 'QC-3', 'QC-9', 'QC-5', 'N0004', 'mada_1-30']	3752002	3752007.0	lineage3	PPE55	Rv3347c	False	True	False	False	Event_260	10	2	1	1	1
NC_000962.3	GUBBINS	CDS	3752654	3752842	0.000	.	Node_19	R21363	235.664194	14	['R21363']	3752653	3752747.5	lineage4	PPE55	Rv3347c	False	True	False	False	Event_261	189	1	1	1	1
NC_000962.3	GUBBINS	CDS	3757488	3757768	0.000	.	Node_34	M0010874_7	655.090573	10	['M0010874_7']	3757487	3757627.5	lineage4	PPE56	Rv3350c	False	True	False	False	Event_262	281	7	1	1	1
NC_000962.3	GUBBINS	CDS	3758759	3758787	0.000	.	Node_41	Node_40	596.522417	5	['S0123-01', 'S0262-02']	3758758	3758772.5	lineage4	PPE56	Rv3350c	False	True	False	False	Event_263	29	6	1	1	1
NC_000962.3	GUBBINS	CDS	3766599	3766860	0.000	.	Node_149	RW-TB008	4364.750923	5	['RW-TB008']	3766598	3766729.0	lineage8	PPE56	Rv3350c	False	True	False	False	Event_264	262	2	1	1	1
NC_000962.3	GUBBINS	CDS	3766852	3766860	0.000	.	Node_25	Node_24	652.374006	4	['S0106-01', 'R21770', 'R21839', 'R21363', 'mada_1-32', 'R30396', 'R20896']	3766851	3766855.5	lineage4	PPE56	Rv3350c	False	True	False	False	Event_265	9	2	1	1	1
NC_000962.3	GUBBINS	CDS	3766852	3766860	0.000	.	Node_4	Node_1	3447.44401	4	['N1272', 'N1176']	3766851	3766855.5	lineage5	PPE56	Rv3350c	False	True	False	False	Event_266	9	2	1	1	1
NC_000962.3	GUBBINS	CDS	3841652	3841663	0.000	.	Node_149	RW-TB008	4443.860886	4	['RW-TB008']	3841651	3841657.0	lineage8	None	None	False	False	False	True	Event_267	12	1	1	1	1
NC_000962.3	GUBBINS	CDS	3841652	3841663	0.000	.	Node_43	TB3237	662.145599	4	['TB3237']	3841651	3841657.0	lineage4	None	None	False	False	False	True	Event_268	12	1	1	1	1
NC_000962.3	GUBBINS	CDS	3841662	3841816	0.000	.	Node_36	Node_28	679.048411	6	['M0016395_7', 'R15311']	3841661	3841738.5	lineage4	Rv3424c	Rv3424c	False	False	False	True	Event_269	155	1	1	1	1
NC_000962.3	GUBBINS	CDS	3847215	3847238	0.000	.	Node_132	Node_131	1410.689047	5	['R21893', 'R30420', 'R32929', 'R26778', 'R23146', 'R28980', 'R21408', 'R20574', 'R20260', 'R26791', 'R27725', 'R18043', 'R18040', 'R27937', 'R22601', '18_0621851', 'N0155', 'mada_1-11', 'N0145', 'S0085-01', 'S0089-01', 'S0107-01', 'R29598', 'R24100', 'R28581', 'S0256-08', 'R37765', 'M0003941_3', 'mada_115', 'mada_2-42', 'TB2995', 'TB2512', 'TB2981', '706-05', 'TB3113', 'S0070-08', 'R29816', 'R36431', 'R24120', 'R28703', 'R30234', 'R31095', 'R30078', 'R28012', 'R27657', 'R30215', 'R25048', 'TB2780', 'TB3368', '8129-04', 'TB1236', 'TB2659', 'TB1612', 'TB3396', '4549-04', '696-05', '8651-04', 'TB3091', '702-06', '9050-05', '3003-06']	3847214	3847226.0	lineage2	PPE59	Rv3429	False	True	False	False	Event_270	24	1	1	1	1
NC_000962.3	GUBBINS	CDS	3847215	3847247	0.000	.	Node_15	mada_139	538.356475	7	['mada_139']	3847214	3847230.5	lineage4	PPE59	Rv3429	False	True	False	False	Event_271	33	1	1	1	1
NC_000962.3	GUBBINS	CDS	3847562	3847581	0.000	.	Node_148	Node_147	2499.917763	5	['R27252', 'R23887', 'N0153', 'N0072', 'mada_1-10', 'mada_118', 'mada_1-36', 'mada_117', 'mada_1-39', 'mada_107', 'mada_2-46', 'mada_1-44', 'mada_1-1', 'mada_1-51', 'mada_122']	3847561	3847571.0	lineage1	PPE59	Rv3429	False	True	False	False	Event_272	20	1	1	1	1
NC_000962.3	GUBBINS	CDS	3883581	3883626	0.000	.	Node_12	Node_11	504.451023	4	['QC-4', 'QC-8', 'QC-10']	3883580	3883603.0	lineage4	Rv3466	Rv3466	False	False	True	False	Event_273	46	2	1	1	1
NC_000962.3	GUBBINS	CDS	3883595	3883711	0.000	.	Node_59	01_R1134	1741.43322	7	['01_R1134']	3883594	3883652.5	lineage4	Rv3466	Rv3466	False	False	True	False	Event_274	117	2	1	1	1
NC_000962.3	GUBBINS	CDS	3883605	3884155	0.000	.	Node_136	mada_1-44	600.075852	30	['mada_1-44']	3883604	3883879.5	lineage1	Rv3466,Rv3467	Rv3466,Rv3467	False	False	True	False	Event_275	551	2	1	1	1
NC_000962.3	GUBBINS	CDS	3883626	3883690	0.000	.	Node_96	Node_95	387.233373	4	['mada_115', 'mada_2-42']	3883625	3883657.5	lineage2	Rv3466	Rv3466	False	False	True	False	Event_276	65	2	1	1	1
NC_000962.3	GUBBINS	CDS	3883626	3883845	0.000	.	Node_48	Node_47	1532.171932	8	['mada_126', 'mada_120']	3883625	3883735.0	lineage4	Rv3466	Rv3466	False	False	True	False	Event_277	220	2	1	1	1
NC_000962.3	GUBBINS	CDS	3883664	3883860	0.000	.	Node_27	Node_5	1775.438863	26	['mada_2-31', 'mada_1-41']	3883663	3883761.5	lineage4	Rv3466	Rv3466	False	False	True	False	Event_278	197	2	1	1	1
NC_000962.3	GUBBINS	CDS	3883664	3883915	0.000	.	Node_13	Node_9	66.27458	24	['mada_105', 'TB3169', 'M0014888_3', 'mada_151']	3883663	3883789.0	lineage4	Rv3466	Rv3466	False	False	True	False	Event_279	252	2	1	1	1
NC_000962.3	GUBBINS	CDS	3883664	3883915	0.000	.	Node_41	Node_40	687.657618	11	['S0123-01', 'S0262-02']	3883663	3883789.0	lineage4	Rv3466	Rv3466	False	False	True	False	Event_280	252	2	1	1	1
NC_000962.3	GUBBINS	CDS	3883683	3883711	0.000	.	Node_1	N1272	1026.184464	5	['N1272']	3883682	3883696.5	lineage5	Rv3466	Rv3466	False	False	True	False	Event_281	29	2	1	1	1
NC_000962.3	GUBBINS	CDS	3883683	3883711	0.000	.	Node_22	Node_21	732.178336	5	['R30396', 'R20896']	3883682	3883696.5	lineage4	Rv3466	Rv3466	False	False	True	False	Event_282	29	2	1	1	1
NC_000962.3	GUBBINS	CDS	3883683	3883797	0.000	.	Node_134	R27252	2044.26944	5	['R27252']	3883682	3883739.5	lineage1	Rv3466	Rv3466	False	False	True	False	Event_283	115	2	1	1	1
NC_000962.3	GUBBINS	CDS	3883683	3883915	0.000	.	Node_25	M0017522_5	1344.002861	7	['M0017522_5']	3883682	3883798.5	lineage4	Rv3466	Rv3466	False	False	True	False	Event_284	233	2	1	1	1
NC_000962.3	GUBBINS	CDS	3883683	3883915	0.000	.	Node_69	Node_67	1002.448095	9	['QC-3', 'QC-9', 'QC-5']	3883682	3883798.5	lineage3	Rv3466	Rv3466	False	False	True	False	Event_285	233	2	1	1	1
NC_000962.3	GUBBINS	CDS	3883683	3884871	0.000	.	Node_2	N0091	1801.545976	13	['N0091']	3883682	3884276.5	lineage6	Rv3466,Rv3467	Rv3466,Rv3467	False	False	True	False	Event_286	1189	2	1	1	1
NC_000962.3	GUBBINS	CDS	3883768	3883860	0.000	.	Node_42	02_R1896	822.475902	19	['02_R1896']	3883767	3883813.5	lineage4	Rv3466	Rv3466	False	False	True	False	Event_287	93	2	1	1	1
NC_000962.3	GUBBINS	CDS	3883793	3883860	0.000	.	Node_37	01_R1430	674.489403	15	['01_R1430']	3883792	3883826.0	lineage4	Rv3466	Rv3466	False	False	True	False	Event_288	68	2	1	1	1
NC_000962.3	GUBBINS	CDS	3884731	3884851	0.000	.	Node_25	M0017522_5	1315.571307	6	['M0017522_5']	3884730	3884790.5	lineage4	Rv3467	Rv3467	False	False	True	False	Event_289	121	2	1	1	1
NC_000962.3	GUBBINS	CDS	3894588	3895342	0.000	.	Node_48	TB3054	1246.216765	27	['TB3054']	3894587	3894964.5	lineage4	PPE60	Rv3478	False	True	False	False	Event_290	755	2	1	1	1
NC_000962.3	GUBBINS	CDS	3895055	3895116	0.000	.	Node_41	Node_39	711.840017	20	['mada_103', 'mada_112', 'mada_124']	3895054	3895085.0	lineage4	PPE60	Rv3478	False	True	False	False	Event_291	62	2	1	1	1
NC_000962.3	GUBBINS	CDS	3895055	3895116	0.000	.	Node_50	mada_1-50	235.832795	20	['mada_1-50']	3895054	3895085.0	lineage4	PPE60	Rv3478	False	True	False	False	Event_292	62	2	1	1	1
NC_000962.3	GUBBINS	CDS	3895055	3895185	0.000	.	Node_9	mada_105	631.945972	33	['mada_105']	3895054	3895119.5	lineage4	PPE60	Rv3478	False	True	False	False	Event_293	131	2	1	1	1
NC_000962.3	GUBBINS	CDS	3895067	3895082	0.000	.	Node_18	Node_6	223.573447	7	['MT_0080', 'mada_102']	3895066	3895074.0	lineage4	PPE60	Rv3478	False	True	False	False	Event_294	16	2	1	1	1
NC_000962.3	GUBBINS	CDS	3895067	3895257	0.000	.	Node_31	Node_30	412.863731	25	['TB3162', 'TB2661', 'TB3386']	3895066	3895161.5	lineage4	PPE60	Rv3478	False	True	False	False	Event_295	191	2	1	1	1
NC_000962.3	GUBBINS	CDS	3895146	3895159	0.000	.	Node_71	N1274	1455.059142	7	['N1274']	3895145	3895152.0	lineage3	PPE60	Rv3478	False	True	False	False	Event_296	14	2	1	1	1
NC_000962.3	GUBBINS	CDS	3895247	3895282	0.000	.	Node_148	Node_147	2481.971754	5	['R27252', 'R23887', 'N0153', 'N0072', 'mada_1-10', 'mada_118', 'mada_1-36', 'mada_117', 'mada_1-39', 'mada_107', 'mada_2-46', 'mada_1-44', 'mada_1-1', 'mada_1-51', 'mada_122']	3895246	3895264.0	lineage1	PPE60	Rv3478	False	True	False	False	Event_297	36	2	1	1	1
NC_000962.3	GUBBINS	CDS	3930384	3930432	0.000	.	Node_25	M0017522_5	1480.29682	14	['M0017522_5']	3930383	3930407.5	lineage4	PE_PGRS53	Rv3507	False	True	False	False	Event_298	49	1	1	0	0
NC_000962.3	GUBBINS	CDS	3932006	3932048	0.000	.	Node_15	mada_139	510.719962	6	['mada_139']	3932005	3932026.5	lineage4	PE_PGRS54	Rv3508	False	True	False	False	Event_299	43	2	1	1	1
NC_000962.3	GUBBINS	CDS	3932495	3932601	0.000	.	Node_131	Node_85	1361.722839	15	['R21893', 'R30420', 'R32929', 'R26778', 'R23146', 'R28980', 'R21408', 'R20574', 'R20260', 'R26791', 'R27725', 'R18043', 'R18040', 'R27937', 'R22601']	3932494	3932547.5	lineage2	PE_PGRS54	Rv3508	False	True	False	False	Event_300	107	3	1	1	1
NC_000962.3	GUBBINS	CDS	3932780	3932814	0.000	.	Node_138	mada_1-1	487.443579	7	['mada_1-1']	3932779	3932796.5	lineage1	PE_PGRS54	Rv3508	False	True	False	False	Event_301	35	3	1	1	1
NC_000962.3	GUBBINS	CDS	3932796	3932876	0.000	.	Node_70	N0054	949.42263	4	['N0054']	3932795	3932835.5	lineage3	PE_PGRS54	Rv3508	False	True	False	False	Event_302	81	3	1	1	1
NC_000962.3	GUBBINS	CDS	3932897	3932972	0.000	.	Node_7	mada_151	461.928671	7	['mada_151']	3932896	3932934.0	lineage4	PE_PGRS54	Rv3508	False	True	False	False	Event_303	76	3	1	1	1
NC_000962.3	GUBBINS	CDS	3932919	3932929	0.000	.	Node_59	01_R1134	1688.148481	4	['01_R1134']	3932918	3932923.5	lineage4	PE_PGRS54	Rv3508	False	True	False	False	Event_304	11	3	1	1	1
NC_000962.3	GUBBINS	CDS	3934001	3934025	0.000	.	Node_71	N1274	1401.874781	4	['N1274']	3934000	3934012.5	lineage3	PE_PGRS54	Rv3508	False	True	False	False	Event_305	25	6	1	1	1
NC_000962.3	GUBBINS	CDS	3934001	3934091	0.000	.	Node_147	Node_134	593.392627	8	['R27252', 'R23887']	3934000	3934045.5	lineage1	PE_PGRS54	Rv3508	False	True	False	False	Event_306	91	6	1	1	1
NC_000962.3	GUBBINS	CDS	3934001	3934091	0.000	.	Node_149	RW-TB008	4585.592503	8	['RW-TB008']	3934000	3934045.5	lineage8	PE_PGRS54	Rv3508	False	True	False	False	Event_307	91	6	1	1	1
NC_000962.3	GUBBINS	CDS	3934001	3934096	0.000	.	Node_143	Node_142	681.934805	10	['mada_1-36', 'mada_117', 'mada_1-39', 'mada_107', 'mada_2-46', 'mada_1-44', 'mada_1-1', 'mada_1-51', 'mada_122']	3934000	3934048.0	lineage1	PE_PGRS54	Rv3508	False	True	False	False	Event_308	96	6	1	1	1
NC_000962.3	GUBBINS	CDS	3934812	3934822	0.000	.	Node_54	mada_128	630.300057	5	['mada_128']	3934811	3934816.5	lineage4	PE_PGRS54	Rv3508	False	True	False	False	Event_309	11	5	1	1	1
NC_000962.3	GUBBINS	CDS	3935306	3935379	0.000	.	Node_141	mada_122	724.252287	4	['mada_122']	3935305	3935342.0	lineage1	PE_PGRS54	Rv3508	False	True	False	False	Event_310	74	7	1	1	1
NC_000962.3	GUBBINS	CDS	3935335	3935459	0.000	.	Node_42	mada_2-25	778.744788	4	['mada_2-25']	3935334	3935396.5	lineage4	PE_PGRS54	Rv3508	False	True	False	False	Event_311	125	7	1	1	1
NC_000962.3	GUBBINS	CDS	3935335	3935494	0.000	.	Node_57	Node_56	418.966583	5	['mada_123', 'R23571', 'mada_2-1', 'mada_1-50', 'mada_1-53', 'mada_2-53', 'mada_1-12', 'mada_128', 'mada_1-15']	3935334	3935414.0	lineage4	PE_PGRS54	Rv3508	False	True	False	False	Event_312	160	7	1	1	1
NC_000962.3	GUBBINS	CDS	3935447	3935494	0.000	.	Node_28	R15311	589.466437	6	['R15311']	3935446	3935470.0	lineage4	PE_PGRS54	Rv3508	False	True	False	False	Event_313	48	6	1	1	1
NC_000962.3	GUBBINS	CDS	3935448	3935494	0.000	.	Node_48	TB3054	1159.113434	4	['TB3054']	3935447	3935470.5	lineage4	PE_PGRS54	Rv3508	False	True	False	False	Event_314	47	6	1	1	1
NC_000962.3	GUBBINS	CDS	3941497	3941516	0.000	.	Node_136	mada_2-46	488.855419	4	['mada_2-46']	3941496	3941506.0	lineage1	PE_PGRS55	Rv3511	False	True	False	False	Event_315	20	3	1	1	1
NC_000962.3	GUBBINS	CDS	3941497	3941516	0.000	.	Node_144	mada_1-10	1492.591429	4	['mada_1-10']	3941496	3941506.0	lineage1	PE_PGRS55	Rv3511	False	True	False	False	Event_316	20	3	1	1	1
NC_000962.3	GUBBINS	CDS	3943145	3943175	0.000	.	Node_143	mada_118	1338.700161	10	['mada_118']	3943144	3943159.5	lineage1	PE_PGRS56	Rv3512	False	True	False	False	Event_317	31	2	1	1	1
NC_000962.3	GUBBINS	CDS	3947413	3947425	0.000	.	Node_17	TB3334	959.099967	5	['TB3334']	3947412	3947418.5	lineage4	PE_PGRS57	Rv3514	False	True	False	False	Event_318	13	8	1	1	1
NC_000962.3	GUBBINS	CDS	3947413	3947425	0.000	.	Node_26	Node_18	460.062051	5	['MT_0080', 'mada_102', 'TB3334', 'mada_105', 'TB3169', 'M0014888_3', 'mada_151', 'mada_129', 'QC-4', 'QC-8', 'QC-10', '02_R1708', '02_R0894', 'mada_139']	3947412	3947418.5	lineage4	PE_PGRS57	Rv3514	False	True	False	False	Event_319	13	8	1	1	1
NC_000962.3	GUBBINS	CDS	3947413	3947425	0.000	.	Node_64	TB3251	2106.478821	6	['TB3251']	3947412	3947418.5	lineage4	PE_PGRS57	Rv3514	False	True	False	False	Event_320	13	8	1	1	1
NC_000962.3	GUBBINS	CDS	4032911	4032977	0.000	.	Node_149	RW-TB008	4738.701772	13	['RW-TB008']	4032910	4032943.5	lineage8	PE_PGRS58	Rv3590c	False	True	False	False	Event_321	67	0	0	0	0
NC_000962.3	GUBBINS	CDS	4060100	4060230	0.000	.	Node_59	Node_58	543.43386	4	['mada_1-38', 'TB2968', 'mada_123', 'R23571', 'mada_2-1', 'mada_1-50', 'mada_1-53', 'mada_2-53', 'mada_1-12', 'mada_128', 'mada_1-15']	4060099	4060164.5	lineage4	esxV	Rv3619c	True	False	False	False	Event_322	131	4	1	1	1
NC_000962.3	GUBBINS	CDS	4221544	4221619	0.000	.	Node_112	Node_102	390.83743	7	['TB2995', 'TB2512', 'TB2981', '706-05', 'TB3113']	4221543	4221581.0	lineage2	Rv3776	Rv3776	False	False	False	True	Event_323	76	1	1	1	1
NC_000962.3	GUBBINS	CDS	4253576	4253583	0.000	.	Node_148	Node_133	1634.243225	4	['mada_2-31', 'mada_1-41', 'MT_0080', 'mada_102', 'TB3334', 'mada_105', 'TB3169', 'M0014888_3', 'mada_151', 'mada_129', 'QC-4', 'QC-8', 'QC-10', '02_R1708', '02_R0894', 'mada_139', 'M0017522_5', 'S0106-01', 'R21770', 'R21839', 'R21363', 'mada_1-32', 'R30396', 'R20896', 'TB3251', 'M0016395_7', 'R15311', '02_R1179', 'TB3162', 'TB2661', 'TB3386', 'M0010874_7', 'QC-7', 'QC-6', 'QC-1', '01_R1430', 'M0011368_9', 'mada_103', 'mada_112', 'mada_124', 'S0123-01', 'S0262-02', '02_R1896', 'mada_2-25', 'TB3237', 'TB4620', 'M0016737_0', 'TB3054', 'mada_126', 'mada_120', '01_R1134', 'mada_1-38', 'TB2968', 'mada_123', 'R23571', 'mada_2-1', 'mada_1-50', 'mada_1-53', 'mada_2-53', 'mada_1-12', 'mada_128', 'mada_1-15', 'N1274', 'N0054', 'QC-3', 'QC-9', 'QC-5', 'N0004', 'mada_1-30', 'R21893', 'R30420', 'R32929', 'R26778', 'R23146', 'R28980', 'R21408', 'R20574', 'R20260', 'R26791', 'R27725', 'R18043', 'R18040', 'R27937', 'R22601', '18_0621851', 'N0155', 'mada_1-11', 'N0145', 'S0085-01', 'S0089-01', 'S0107-01', 'R29598', 'R24100', 'R28581', 'S0256-08', 'R37765', 'M0003941_3', 'mada_115', 'mada_2-42', 'TB2995', 'TB2512', 'TB2981', '706-05', 'TB3113', 'S0070-08', 'R29816', 'R36431', 'R24120', 'R28703', 'R30234', 'R31095', 'R30078', 'R28012', 'R27657', 'R30215', 'R25048', 'TB2780', 'TB3368', '8129-04', 'TB1236', 'TB2659', 'TB1612', 'TB3396', '4549-04', '696-05', '8651-04', 'TB3091', '702-06', '9050-05', '3003-06']	4253575	4253579.0	None	Rv3798	Rv3798	False	False	False	True	Event_324	8	1	1	1	1
